"National Marine Fisheries Service
P.O. Box 21668
Juneau AK  99802-1668

"
2015 Prohibited Species Catch Crab (includes CDQ)
Through Date:
December 31 2015

SPECIES,SPECIES NAME,GEAR,REPORTING AREA,TARGET,WEEK,SECTOR,GROUNDFISH (MT),NUMBER OF CRAB,NUMBER OF CRAB/MT GROUNDFISH
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,2/28/15,Shoreside,83.612,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,2/28/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,3/7/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,3/7/15,Shoreside,85.54,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,3/14/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,3/21/15,Shoreside,195.961,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,3/28/15,Shoreside,54.863,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,4/4/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,4/11/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,4/18/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,5/2/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,5/2/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,5/9/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,5/16/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,5/23/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,7/4/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,9/12/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,10/10/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,10/10/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,10/17/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,10/17/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,10/24/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,11/21/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,11/28/15,Shoreside,82.103,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,12/5/15,Shoreside,48.956,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,12/12/15,Shoreside,157.978,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,12/19/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,12/19/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,12/26/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Sablefish,3/28/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Sablefish,4/25/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Sablefish,5/9/15,Shoreside,22.029,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Sablefish,5/9/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Sablefish,5/16/15,Shoreside,44.852,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Sablefish,5/23/15,Shoreside,33.162,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Sablefish,5/23/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Sablefish,5/30/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Sablefish,5/30/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Sablefish,6/6/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Sablefish,6/6/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Sablefish,6/13/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Sablefish,6/20/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Sablefish,6/27/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Sablefish,7/11/15,Shoreside,39.928,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Sablefish,7/25/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Sablefish,8/8/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Sablefish,8/15/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Sablefish,9/5/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Sablefish,9/12/15,Shoreside,51.408,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Sablefish,9/19/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Sablefish,9/26/15,Shoreside,12.989,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Sablefish,10/3/15,Shoreside,38.259,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Sablefish,10/17/15,Shoreside,36.606,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Sablefish,10/24/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Sablefish,10/31/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Sablefish,11/7/15,Shoreside,6.912,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,1/3/15,Shoreside,334.548,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,1/10/15,Shoreside,143.77,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,1/17/15,Shoreside,262.518,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,1/24/15,Shoreside,342.293,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,1/31/15,Shoreside,363.962,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,1/31/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,2/7/15,Shoreside,462.184,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,2/14/15,Shoreside,215.124,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,2/21/15,Shoreside,361.667,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,2/28/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,2/28/15,Shoreside,716.691,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,3/7/15,Shoreside,709.304,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,3/14/15,Shoreside,590.312,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,3/21/15,Shoreside,276.857,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,3/28/15,Shoreside,151.566,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,4/4/15,Shoreside,185.15,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,4/11/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,4/18/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,4/25/15,Shoreside,34.55,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,4/25/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,5/2/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,5/30/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,6/6/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,7/4/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,9/5/15,Shoreside,58.124,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,9/12/15,Shoreside,44.034,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,9/19/15,Shoreside,100.511,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,9/26/15,Shoreside,32.405,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,10/3/15,Shoreside,76.798,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,10/10/15,Shoreside,21.948,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,10/17/15,Shoreside,27.345,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,10/24/15,Shoreside,97.169,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,10/31/15,Shoreside,88.97,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,11/7/15,Shoreside,116.842,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,11/14/15,Shoreside,62.806,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,11/21/15,Shoreside,84.231,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,11/28/15,Shoreside,71.396,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,12/5/15,Shoreside,149.538,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,12/12/15,Shoreside,175.392,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Pacific Cod,12/19/15,Shoreside,33.082,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,3/21/15,Shoreside,27.5,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,3/21/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,3/28/15,Shoreside,28.305,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,3/28/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,4/4/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,4/4/15,Shoreside,121.557,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,4/11/15,Shoreside,140.384,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,4/11/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,4/18/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,4/25/15,Shoreside,353.251,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,5/2/15,Shoreside,385.272,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,5/9/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,5/9/15,Shoreside,234.705,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,5/16/15,Shoreside,358.632,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,5/23/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,5/23/15,Shoreside,378.483,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,5/30/15,Shoreside,213.979,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,5/30/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,6/6/15,Shoreside,93.413,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,6/13/15,Shoreside,207.789,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,6/20/15,Shoreside,68.299,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,6/27/15,Shoreside,105.64,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,7/4/15,Shoreside,36.474,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,7/11/15,Shoreside,31.532,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,7/18/15,Shoreside,51.095,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,7/25/15,Shoreside,106.49,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,8/1/15,Shoreside,58.369,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,8/8/15,Shoreside,104.515,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,8/15/15,Shoreside,33.238,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,8/22/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,8/29/15,Shoreside,22.843,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,9/5/15,Shoreside,92.815,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,9/12/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,9/12/15,Shoreside,72.729,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,9/19/15,Shoreside,102.788,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,9/19/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,9/26/15,Shoreside,114.232,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,9/26/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,10/3/15,Shoreside,106.641,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,10/10/15,Shoreside,61.08,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,10/17/15,Shoreside,69.58,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,10/24/15,Shoreside,78.916,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,10/31/15,Shoreside,12.397,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,630,Sablefish,11/7/15,Shoreside,82.346,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Pacific Cod,4/4/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Pacific Cod,5/2/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Rockfish,7/25/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,3/21/15,Shoreside,65.787,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,3/28/15,Shoreside,93.229,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,4/4/15,Shoreside,245.254,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,4/4/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,4/11/15,Shoreside,43.735,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,4/11/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,4/18/15,Shoreside,23.043,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,4/25/15,Shoreside,394.364,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,5/2/15,Shoreside,149.09,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,5/9/15,Shoreside,33.345,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,5/16/15,Shoreside,127.518,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,5/23/15,Shoreside,65.471,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,5/30/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,5/30/15,Shoreside,112.452,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,6/6/15,Shoreside,35.235,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,6/6/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,6/13/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,6/13/15,Shoreside,43.536,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,6/20/15,Shoreside,11.394,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,6/20/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,6/27/15,Shoreside,48.797,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,7/4/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,7/18/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,7/25/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,8/1/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,8/8/15,Shoreside,19.953,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,8/15/15,Shoreside,4.716,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,8/29/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,9/5/15,Shoreside,34.738,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,9/12/15,Shoreside,38.279,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,9/19/15,Shoreside,45.504,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,9/26/15,Shoreside,49.292,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,10/3/15,Shoreside,37.797,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,10/10/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,10/17/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,10/24/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,640,Sablefish,10/31/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,1/3/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,1/10/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,1/17/15,Shoreside,39.457,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,1/24/15,Shoreside,63.167,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,1/31/15,Shoreside,85.273,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,2/7/15,Shoreside,64.447,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,2/14/15,Shoreside,63.85,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,2/21/15,Shoreside,56.538,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,2/28/15,Shoreside,70.65,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,3/7/15,Shoreside,8.96,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,3/7/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,3/14/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,3/14/15,Shoreside,10.477,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,3/21/15,Shoreside,13.185,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,3/21/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,3/28/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,3/28/15,Shoreside,24.361,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,4/4/15,Shoreside,11.734,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,4/18/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,4/25/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,5/2/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,5/9/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,5/16/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,5/30/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,6/6/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,6/13/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,8/8/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,8/22/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,9/5/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,9/12/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,9/26/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,10/3/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,10/10/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,10/17/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,10/31/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,11/7/15,Shoreside,28.034,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,11/14/15,Shoreside,29.997,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,11/21/15,Shoreside,75.107,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,11/28/15,Shoreside,30.111,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,12/5/15,Shoreside,48.82,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,12/12/15,Shoreside,96.81,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,12/19/15,Shoreside,24.183,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Pacific Cod,12/26/15,Shoreside,79.995,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Sablefish,4/25/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Sablefish,5/9/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Sablefish,5/30/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,649,Sablefish,8/29/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,650,Rockfish,2/14/15,Shoreside,12.136,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,650,Rockfish,2/21/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,650,Rockfish,2/28/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,650,Rockfish,5/16/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,650,Sablefish,3/14/15,Shoreside,18.3,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,650,Sablefish,3/21/15,Shoreside,221.025,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,650,Sablefish,3/28/15,Shoreside,180.269,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,650,Sablefish,4/4/15,Shoreside,330.001,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,650,Sablefish,4/11/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,650,Sablefish,4/11/15,Shoreside,89.213,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,650,Sablefish,4/18/15,Shoreside,88.529,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,650,Sablefish,4/25/15,Shoreside,187.198,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,650,Sablefish,5/2/15,Shoreside,313.686,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,650,Sablefish,5/9/15,Shoreside,129.069,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,650,Sablefish,5/16/15,Shoreside,225.122,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,650,Sablefish,5/23/15,Shoreside,95.429,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,650,Sablefish,5/30/15,Shoreside,143.373,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,650,Sablefish,6/6/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,650,Sablefish,6/6/15,Shoreside,92.836,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,650,Sablefish,6/13/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,650,Sablefish,6/13/15,Shoreside,73.176,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,650,Sablefish,6/20/15,Shoreside,41.06,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,650,Sablefish,6/27/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,650,Sablefish,7/4/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,650,Sablefish,7/11/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,650,Sablefish,7/18/15,Shoreside,4.335,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,650,Sablefish,7/25/15,Shoreside,19.295,0,0
