"National Marine Fisheries Service
P.O. Box 21668
Juneau AK  99802-1668

"
2015 Prohibited Species Catch Crab (includes CDQ)
Through Date:
December 31 2015

SPECIES,SPECIES NAME,GEAR,REPORTING AREA,TARGET,WEEK,SECTOR,GROUNDFISH (MT),NUMBER OF CRAB,NUMBER OF CRAB/MT GROUNDFISH
OTCR,Opilio Tanner (Snow) Crab,HAL,523,Pacific Cod,10/31/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,523,Pacific Cod,11/7/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,523,Pacific Cod,11/21/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,523,Pacific Cod,11/28/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,523,Pacific Cod,12/5/15,Catcher Processor,139.696,5,0.03579198800076167
OTCR,Opilio Tanner (Snow) Crab,HAL,523,Pacific Cod,12/12/15,Catcher Processor,202.424,28,0.13832365618644865
OTCR,Opilio Tanner (Snow) Crab,HAL,523,Pacific Cod,12/19/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,523,Pacific Cod,12/26/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,523,Pacific Cod,12/31/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Greenland Turbot,7/18/15,Catcher Processor,C,7,0.09137128722564139
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Greenland Turbot,7/25/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Greenland Turbot,8/15/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Greenland Turbot,8/22/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,1/24/15,Catcher Processor,C,5,0.39359902127750496
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,3/7/15,Catcher Processor,C,5,0.13506771758570923
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,3/14/15,Catcher Processor,C,4,0.6627740578833832
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,3/21/15,Catcher Processor,C,3,0.04130447172427934
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,3/28/15,Catcher Processor,C,6,0.12243973605843618
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,4/4/15,Catcher Processor,C,1,0.0064402109038658555
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,4/11/15,Catcher Processor,C,4,0.0831989996196348
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,4/18/15,Catcher Processor,C,8,0.04930076408578359
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,5/2/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,5/23/15,Catcher Processor,C,6,0.31498182077547054
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,6/13/15,Catcher Processor,C,1,0.02905013390202249
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,6/20/15,Catcher Processor,C,10,0.16082035227716082
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,6/27/15,Catcher Processor,C,11,0.12326934786044907
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,7/4/15,Catcher Processor,103.142,15,0.14543067466667978
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,7/11/15,Catcher Processor,C,41,0.2420090272391435
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,7/18/15,Catcher Processor,247.311,62,0.25069638826449214
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,7/25/15,Catcher Processor,552.672,100,0.18093924259634706
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,8/1/15,Catcher Processor,661.254,95,0.14366648735099732
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,8/8/15,Catcher Processor,849.014,125,0.14722958353213877
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,8/15/15,Catcher Processor,562.28,72,0.1280501023204959
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,8/22/15,Catcher Processor,820.705,62,0.07554476882174879
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,8/29/15,Catcher Processor,499.013,53,0.10620956059227009
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,9/5/15,Catcher Processor,C,19,0.09686888881824723
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,9/12/15,Catcher Processor,C,49,0.3235222519832305
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,9/19/15,Catcher Processor,207.047,10,0.04829816231693226
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,9/26/15,Catcher Processor,412.232,58,0.1406975807918999
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,10/3/15,Catcher Processor,417.924,97,0.23209940422776648
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,10/10/15,Catcher Processor,325.821,37,0.11355937303509402
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,10/17/15,Catcher Processor,408.168,44,0.10779862403890889
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,10/24/15,Catcher Processor,499.333,45,0.0901202870634389
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,10/31/15,Catcher Processor,397.99,29,0.07286621120141382
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,11/7/15,Catcher Processor,C,69,0.26389537520353545
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,11/14/15,Catcher Processor,C,70,0.41185710277211146
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,11/21/15,Catcher Processor,228.628,57,0.24931362608355997
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,11/28/15,Catcher Processor,C,31,0.21956874008732516
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,12/5/15,Catcher Processor,C,15,0.2006366734214975
OTCR,Opilio Tanner (Snow) Crab,HAL,524,Pacific Cod,12/12/15,Catcher Processor,C,39,0.20158459058408534
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Pacific Cod,1/3/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Pacific Cod,1/10/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Pacific Cod,1/17/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Pacific Cod,1/24/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Pacific Cod,1/31/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Pacific Cod,2/7/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Pacific Cod,2/14/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Pacific Cod,2/28/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Rockfish,4/18/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,3/28/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,4/25/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,5/2/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,5/2/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,5/9/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,5/16/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,5/30/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,6/6/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,6/6/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,6/20/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,6/27/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,7/4/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,7/11/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,7/18/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,7/25/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,7/25/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,8/1/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,8/1/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,8/8/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,8/22/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,9/12/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,9/12/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,9/19/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,9/19/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,9/26/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,9/26/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,10/3/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,10/10/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,10/10/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,10/17/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,10/24/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,10/31/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,10/31/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,541,Sablefish,11/7/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Pacific Cod,1/3/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Pacific Cod,1/10/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Pacific Cod,1/17/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Pacific Cod,1/24/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Pacific Cod,2/21/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Pacific Cod,2/28/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Pacific Cod,6/6/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Pacific Cod,6/13/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Pacific Cod,6/20/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Pacific Cod,7/4/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Pacific Cod,7/11/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Rockfish,8/29/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Sablefish,3/28/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Sablefish,3/28/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Sablefish,4/4/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Sablefish,4/11/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Sablefish,4/18/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Sablefish,5/2/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Sablefish,5/9/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Sablefish,5/16/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Sablefish,5/16/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Sablefish,5/23/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Sablefish,5/23/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Sablefish,5/30/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Sablefish,5/30/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Sablefish,6/6/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Sablefish,6/13/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Sablefish,6/20/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Sablefish,7/4/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Sablefish,7/11/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Sablefish,7/18/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Sablefish,8/1/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Sablefish,8/1/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Sablefish,8/8/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Sablefish,8/8/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Sablefish,8/15/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Sablefish,8/22/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Sablefish,8/22/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Sablefish,9/19/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Sablefish,9/26/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Sablefish,10/3/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Sablefish,10/3/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Sablefish,10/10/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Sablefish,10/24/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,542,Sablefish,10/31/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,543,Pacific Cod,1/17/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,543,Pacific Cod,1/24/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,543,Pacific Cod,1/31/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,543,Pacific Cod,2/7/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,543,Pacific Cod,2/14/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,543,Pacific Cod,2/21/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,543,Sablefish,3/28/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,543,Sablefish,4/4/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,543,Sablefish,5/2/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,543,Sablefish,5/9/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,543,Sablefish,5/16/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,543,Sablefish,5/23/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,543,Sablefish,5/30/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,543,Sablefish,6/6/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,543,Sablefish,6/13/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,543,Sablefish,6/20/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,543,Sablefish,6/20/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,543,Sablefish,6/27/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,543,Sablefish,8/8/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,543,Sablefish,8/15/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,543,Sablefish,8/22/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,543,Sablefish,8/29/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,543,Sablefish,9/5/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,543,Sablefish,9/12/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,'Other' Species,11/21/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,1/3/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,1/10/15,Catcher Processor,538.53,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,1/17/15,Catcher Processor,433.453,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,1/24/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,1/31/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,2/7/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,2/14/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,2/21/15,Catcher Processor,450.96,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,2/28/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,2/28/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,3/7/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,3/7/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,3/14/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,3/14/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,3/21/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,3/21/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,3/28/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,3/28/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,4/4/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,5/9/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,9/12/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,9/19/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,9/19/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,9/26/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,9/26/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,10/3/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,10/10/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,10/17/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,10/24/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,10/31/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,11/7/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,11/14/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,11/14/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,12/26/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Pacific Cod,12/31/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,3/21/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,4/25/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,4/25/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,5/2/15,Shoreside,10.185,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,5/2/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,5/9/15,Shoreside,25.537,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,5/16/15,Shoreside,29.751,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,5/16/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,5/23/15,Shoreside,32.551,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,5/23/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,5/30/15,Shoreside,79.663,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,6/6/15,Shoreside,12.7,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,6/13/15,Shoreside,74.877,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,6/20/15,Shoreside,95.91,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,6/27/15,Shoreside,35.256,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,7/4/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,7/11/15,Shoreside,18.693,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,7/18/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,7/25/15,Shoreside,40.593,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,8/1/15,Shoreside,71.371,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,8/8/15,Shoreside,33.158,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,8/15/15,Shoreside,61.926,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,8/22/15,Shoreside,82.495,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,8/29/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,9/5/15,Shoreside,100.314,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,9/12/15,Shoreside,63.949,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,9/19/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,9/19/15,Shoreside,40.467,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,9/26/15,Shoreside,43.72,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,10/3/15,Shoreside,28.528,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,10/10/15,Shoreside,37.376,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,10/17/15,Shoreside,99.02,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,10/24/15,Shoreside,33.627,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,10/31/15,Shoreside,22.682,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,610,Sablefish,11/7/15,Shoreside,25.614,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,No Target Fishery,9/5/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,1/3/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,1/10/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,1/17/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,1/24/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,1/24/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,1/31/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,1/31/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,2/7/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,2/7/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,2/14/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,2/14/15,Shoreside,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,2/21/15,Catcher Processor,C,0,0
OTCR,Opilio Tanner (Snow) Crab,HAL,620,Pacific Cod,2/21/15,Shoreside,C,0,0
